name,gb,gddr,price,link
Zotac Gaming GeForce RTX 3090 Trinity OC 24GB GDDR6X,24,GDDR6X,2280.92,https://www.pccomponentes.com/zotac-gaming-geforce-rtx-3090-trinity-oc-24gb-gddr6x
Gigabyte GeForce RTX 3080 EAGLE 12GB GDDR6,12,GDDR6,1430.06,https://www.pccomponentes.com/gigabyte-geforce-rtx-3080-eagle-12gb-gddr6
Zotac Gaming Geforce RTX 3080 TRINITY LHR 12GB GDDR6X Reacondicionado,12,GDDR6X,1282.55,https://www.pccomponentes.com/zotac-gaming-geforce-rtx-3080-trinity-lhr-12gb-gddr6x-reacondicionado
Gigabyte GeForce RTX 3060 GAMING OC 12GB GDDR6,12,GDDR6,576.38,https://www.pccomponentes.com/gigabyte-geforce-rtx-3060-gaming-oc-12gb-gddr6
Zotac Gaming Geforce RTX 3080 AMP EXTREME HOLO LHR 12GB GDDR6X Reacondicionado,12,GDDR6X,1422.25,https://www.pccomponentes.com/zotac-gaming-geforce-rtx-3080-amp-extreme-holo-lhr-12gb-gddr6x-reacondicionado
MSI GeForce RTX 3080 VENTUS 3X PLUS OC LHR 12GB GDDR6X Reacondicionado,12,GDDR6X,1269.6,https://www.pccomponentes.com/msi-geforce-rtx-3080-ventus-3x-plus-oc-lhr-12gb-gddr6x-reacondicionado
Zotac Gaming Geforce RTX 3080 AMP HOLO LHR 12GB GDDR6X Reacondicionado,12,GDDR6X,1372.0,https://www.pccomponentes.com/zotac-gaming-geforce-rtx-3080-amp-holo-lhr-12gb-gddr6x-reacondicionado
EVGA GeForce RTX 3070 Ti XC3 ULTRA GAMING LHR 8GB GDDR6X,8,GDDR6X,1085.51,https://www.pccomponentes.com/evga-geforce-rtx-3070-ti-xc3-ultra-gaming-lhr-8gb-gddr6x
MSI RTX 3080 SUPRIM X LHR 10GB GDDR6X,10,GDDR6X,1597.24,https://www.pccomponentes.com/msi-rtx-3080-suprim-x-lhr-10gb-gddr6x
PowerColor Fighter AMD Radeon RX 6500XT 4GB GDDR6,4,GDDR6,274.67,https://www.pccomponentes.com/powercolor-fighter-amd-radeon-rx-6500xt-4gb-gddr6
EVGA GeForce RTX 3070 XC3 ULTRA GAMING LHR 8GB GDDR6,8,GDDR6,978.95,https://www.pccomponentes.com/evga-geforce-rtx-3070-xc3-ultra-gaming-lhr-8gb-gddr6
Sapphire NITRO+ AMD Radeon RX 6800 XT OC SE Gaming 16GB GDDR6,16,GDDR6,1223.1,https://www.pccomponentes.com/sapphire-nitro-amd-radeon-rx-6800-xt-oc-se-gaming-16gb-gddr6
Asus TUF Gaming GeForce GTX 1660 SUPER 6GB GDDR6,6,GDDR6,395.18,https://www.pccomponentes.com/asus-tuf-gaming-geforce-gtx-1660-super-6gb-gddr6
EVGA GeForce RTX 3080 FTW3 ULTRA GAMING 12GB GDDR6X,12,GDDR6X,1550.11,https://www.pccomponentes.com/evga-geforce-rtx-3080-ftw3-ultra-gaming-12gb-gddr6x
MSI GeForce RTX 3070 GAMING Z TRIO LHR 8GB GDDR6,8,GDDR6,976.89,https://www.pccomponentes.com/msi-geforce-rtx-3070-gaming-z-trio-lhr-8gb-gddr6
MSI GeForce RTX 3070 Ti VENTUS 3X OC 8GB GDDR6X Reacondicionado,8,GDDR6X,839.99,https://www.pccomponentes.com/msi-geforce-rtx-3070-ti-ventus-3x-oc-8gb-gddr6x-reacondicionado
MSI GeForce RTX 3070 VENTUS 3X OC LHR 8GB GDDR6,8,GDDR6,1002.28,https://www.pccomponentes.com/msi-geforce-rtx-3070-ventus-3x-oc-lhr-8gb-gddr6
Asus TUF Gaming GeForce RTX 3070 V2 OC Edition LHR 8GB GDDR6,8,GDDR6,1018.54,https://www.pccomponentes.com/asus-tuf-gaming-geforce-rtx-3070-v2-oc-edition-lhr-8gb-gddr6
Gigabyte GeForce RTX 3050 EAGLE OC 8GB GDDR6 Reacondicionado,8,GDDR6,393.8,https://www.pccomponentes.com/gigabyte-geforce-rtx-3050-eagle-oc-8gb-gddr6-reacondicionado
Powercolor Fighter AMD Radeon RX 6600XT 8GB GDDR6,8,GDDR6,644.24,https://www.pccomponentes.com/powercolor-fighter-amd-radeon-rx-6600xt-8gb-gddr6
Zotac Gaming GeForce RTX 3070 Ti AMP Holo 8GB GDDR6X Reacondicionado,8,GDDR6X,799.99,https://www.pccomponentes.com/zotac-gaming-geforce-rtx-3070-ti-amp-holo-8gb-gddr6x-reacondicionado
Gigabyte GeForce GT 730 2 GB GDDR3,2,GDDR3,92.87,https://www.pccomponentes.com/gigabyte-geforce-gt-730-2-gb-gddr3
Asus Dual GeForce RTX 2060 EVO 6GB GDDR6,6,GDDR6,462.84,https://www.pccomponentes.com/asus-dual-geforce-rtx-2060-evo-6gb-gddr6
Asus Dual GeForce GTX 1660 SUPER EVO 6GB GDDR6,6,GDDR6,379.18,https://www.pccomponentes.com/asus-dual-geforce-gtx-1660-super-evo-6gb-gddr6
Asus TUF Gaming GeForce RTX 3080 V2 LHR 10GB GDDR6X,10,GDDR6X,1128.1,https://www.pccomponentes.com/asus-tuf-gaming-geforce-rtx-3080-v2-lhr-10gb-gddr6x
PowerColor Red Dragon Radeon RX 550 4GB GDDR5 Low Profile Reacondicionado,4,GDDR5,157.1,https://www.pccomponentes.com/powercolor-red-dragon-radeon-rx-550-4gb-gddr5-low-profile-reacondicionado
HP Nvidia Quadro P2200 5GB GDDR5X,5,GDDR5X,984.32,https://www.pccomponentes.com/hp-nvidia-quadro-p2200-5gb-gddr5x
Asus GeForce GTX 1650 Phoenix 4GB OC GDDR5,4,GDDR5,254.89,https://www.pccomponentes.com/asus-geforce-gtx-1650-phoenix-4gb-oc-gddr5
Gigabyte AORUS GeForce RTX 3060 ELITE REV 2.0 12GB GDDR6 Reacondicionado,12,GDDR6,536.25,https://www.pccomponentes.com/gigabyte-aorus-geforce-rtx-3060-elite-rev-20-12gb-gddr6-reacondicionado
PowerColor Radeon R7 240 4GB GDDR5,4,GDDR5,103.98,https://www.pccomponentes.com/powercolor-radeon-r7-240-4gb-gddr5
Zotac Gaming Geforce RTX 3080 TRINITY OC LHR 12GB GDDR6X,12,GDDR6X,1306.34,https://www.pccomponentes.com/zotac-gaming-geforce-rtx-3080-trinity-oc-lhr-12gb-gddr6x
Asus ROG Strix GeForce RTX 3080 Ti OC Edition 12GB GDDR6X,12,GDDR6X,2044.82,https://www.pccomponentes.com/asus-rog-strix-geforce-rtx-3080-ti-oc-edition-12gb-gddr6x
Asus ROG Strix GeForce GTX 1650 Advanced Edition 4GB GDDR6,4,GDDR6,404.99,https://www.pccomponentes.com/asus-rog-strix-geforce-gtx-1650-advanced-edition-4gb-gddr6
Asus GeForce GT 1030 Silent 2GB GDDR5,2,GDDR5,138.04,https://www.pccomponentes.com/asus-geforce-gt-1030-silent-2gb-gddr5
Gainward GeForce RTX 3090 Phoenix 24GB GDDR6X,24,GDDR6X,2137.33,https://www.pccomponentes.com/gainward-geforce-rtx-3090-phoenix-24gb-gddr6x
Gigabyte AORUS GeForce RTX 3060 ELITE 12GB GDDR6,12,GDDR6,675.1,https://www.pccomponentes.com/gigabyte-aorus-geforce-rtx-3060-elite-12gb-gddr6
Gigabyte AORUS GeForce RTX 3060 Ti ELITE 8GB GDDR6 Rev 2.0,8,GDDR6,811.31,https://www.pccomponentes.com/gigabyte-aorus-geforce-rtx-3060-ti-elite-8gb-gddr6-rev-20
MSI GeForce RTX 3060 Ti VENTUS 3X OC LHR 8GB GDDR6,8,GDDR6,826.12,https://www.pccomponentes.com/msi-geforce-rtx-3060-ti-ventus-3x-oc-lhr-8gb-gddr6
PNY Nvidia Quadro RTX 4000 8GB GDDR6,8,GDDR6,1052.03,https://www.pccomponentes.com/pny-nvidia-quadro-rtx-4000-8gb-gddr6
MSI GeForce GTX 1650 Ventus XS 4GB GDDR5,4,GDDR5,253.64,https://www.pccomponentes.com/msi-geforce-gtx-1650-ventus-xs-4gb-gddr5
Asus Rog Strix RTX 3070Ti OC 8GB GDDR6X,8,GDDR6X,999.09,https://www.pccomponentes.com/asus-rog-strix-rtx-3070ti-oc-8gb-gddr6x
PNY NVIDIA Quadro P620 V2 2 GB GDDR5,2,GDDR5,230.15,https://www.pccomponentes.com/pny-nvidia-quadro-p620-v2-2-gb-gddr5
Asus ROG Strix GeForce RTX 3090 Gaming OC 24GB GDDR6X,24,GDDR6X,2800.99,https://www.pccomponentes.com/asus-rog-strix-geforce-rtx-3090-gaming-oc-24gb-gddr6x
Zotac Gaming GeForce RTX 3080 Ti Trinity OC 12GB GDDR6X,12,GDDR6X,1591.15,https://www.pccomponentes.com/zotac-gaming-geforce-rtx-3080-ti-trinity-oc-12gb-gddr6x
MSI GeForce RTX 3080 Ti VENTUS 3X OC 12GB GDDR6X Reacondicionado,12,GDDR6X,1445.1,https://www.pccomponentes.com/msi-geforce-rtx-3080-ti-ventus-3x-oc-12gb-gddr6x-reacondicionado
Asus GeForce GT 1030 2GB GDDR5,2,GDDR5,120.18,https://www.pccomponentes.com/asus-geforce-gt-1030-2gb-gddr5
Gigabyte GeForce RTX 3070 GAMING OC 8GB GDDR6 Reacondicionado,8,GDDR6,534.35,https://www.pccomponentes.com/gigabyte-geforce-rtx-3070-gaming-oc-8gb-gddr6-reacondicionado
MSI Radeon RX 6800 XT GAMING Z TRIO 16GB GDDR6,16,GDDR6,1497.25,https://www.pccomponentes.com/msi-radeon-rx-6800-xt-gaming-z-trio-16gb-gddr6
Gigabyte GeForce RTX 3050 GAMING OC 8GB GDDR6 Reacondicionado,8,GDDR6,419.99,https://www.pccomponentes.com/gigabyte-geforce-rtx-3050-gaming-oc-8gb-gddr6-reacondicionado
XFX Speedster SWFT 210 AMD Radeon RX 6600 XT 8GB GDDR6 Reacondicionado,8,GDDR6,499.99,https://www.pccomponentes.com/xfx-speedster-swft-210-amd-radeon-rx-6600-xt-8gb-gddr6-reacondicionado
MSI GeForce RTX 3080 GAMING Z TRIO LHR 10GB GDDR6,10,GDDR6,1526.66,https://www.pccomponentes.com/msi-geforce-rtx-3080-gaming-z-trio-lhr-10gb-gddr6
Zotac Gaming GTX 1660 SUPER Twin Fan 6GB GDDR6,6,GDDR6,364.16,https://www.pccomponentes.com/zotac-gaming-gtx-1660-super-twin-fan-6gb-gddr6
Asus TUF Gaming GeForce RTX 3070 Ti 8GB GDDR6X,8,GDDR6X,918.09,https://www.pccomponentes.com/asus-tuf-gaming-geforce-rtx-3070-ti-8gb-gddr6x
Gigabyte AMD Radeon RX 6600 EAGLE 8GB GDDR6,8,GDDR6,526.87,https://www.pccomponentes.com/gigabyte-amd-radeon-rx-6600-eagle-8gb-gddr6
MSI GeForce RTX 3090 SUPRIM X 24GB GDDR6X,24,GDDR6X,2956.34,https://www.pccomponentes.com/msi-geforce-rtx-3090-suprim-x-24gb-gddr6x
HP Nvidia Quadro RTX 4000 8GB GDDR6,8,GDDR6,999.0,https://www.pccomponentes.com/hp-nvidia-quadro-rtx-4000-8gb-gddr6
MSI GeForce GTX 1650 4GT Low Profile 4GB GDDR5,4,GDDR5,268.3,https://www.pccomponentes.com/msi-geforce-gtx-1650-4gt-low-profile-4gb-gddr5
Asus ROG Strix GeForce RTX 3050 OC Edition 8GB GDDR6 Reacondicionado,8,GDDR6,476.45,https://www.pccomponentes.com/asus-rog-strix-geforce-rtx-3050-oc-edition-8gb-gddr6-reacondicionado
Palit GeForce GT 710 2GB GDDR3,2,GDDR3,69.73,https://www.pccomponentes.com/palit-geforce-gt-710-2gb-gddr3
Asus TUF Gaming GeForce RTX 3080 Ti 12GB GDDR6X,12,GDDR6X,1741.16,https://www.pccomponentes.com/asus-tuf-gaming-geforce-rtx-3080-ti-12gb-gddr6x
HP Nvidia Quadro T400 2GB GDDR6,2,GDDR6,150.54,https://www.pccomponentes.com/hp-nvidia-quadro-t400-2gb-gddr6
EVGA GeForce RTX 3090 XC3 ULTRA GAMING 24GB GDDR6X Reacondicionado,24,GDDR6X,1587.9,https://www.pccomponentes.com/evga-geforce-rtx-3090-xc3-ultra-gaming-24gb-gddr6x-reacondicionado
Gainward GeForce RTX 3060Ti Ghost 8GB GDDR6,8,GDDR6,677.2,https://www.pccomponentes.com/gainward-geforce-rtx-3060ti-ghost-8gb-gddr6
Asus ROG Strix GeForce RTX 3090 White 24GB GDDR6,24,GDDR6,2195.53,https://www.pccomponentes.com/asus-rog-strix-geforce-rtx-3090-white-24gb-gddr6
PNY QUADRO T1000 4GB GDDR6,4,GDDR6,450.8,https://www.pccomponentes.com/pny-quadro-t1000-4gb-gddr6
PNY Nvidia Quadro P1000 V2 4GB GDDR5,4,GDDR5,506.53,https://www.pccomponentes.com/pny-nvidia-quadro-p1000-v2-4gb-gddr5
PNY Quadro T600 4GB GDDR6 Low Profile,4,GDDR6,281.43,https://www.pccomponentes.com/pny-quadro-t600-4gb-gddr6-low-profile
Zotac Gaming Geforce RTX 3080 AMP EXTREME HOLO LHR 12GB GDDR6X,12,GDDR6X,1409.65,https://www.pccomponentes.com/zotac-gaming-geforce-rtx-3080-amp-extreme-holo-lhr-12gb-gddr6x
PNY Nvidia Quadro P620 V2 2GB GDDR5,2,GDDR5,222.13,https://www.pccomponentes.com/pny-nvidia-quadro-p620-v2-2gb-gddr5
Asus Dual Radeon RX 6500 XT OC Edition 4GB GDDR6,4,GDDR6,286.39,https://www.pccomponentes.com/asus-dual-radeon-rx-6500-xt-oc-edition-4gb-gddr6
Gigabyte Radeon RX 6600 XT GAMING OC PRO 8GB GDDR6,8,GDDR6,599.99,https://www.pccomponentes.com/gigabyte-radeon-rx-6600-xt-gaming-oc-pro-8gb-gddr6
PowerColor Red Devil AMD Radeon RX 6900 XT Ultimate 16GB GDDR6,16,GDDR6,1336.1,https://www.pccomponentes.com/powercolor-red-devil-amd-radeon-rx-6900-xt-ultimate-16gb-gddr6
MSI AMD Radeon RX 6700 XT GAMING X 12GB GDDR6,12,GDDR6,1058.02,https://www.pccomponentes.com/msi-amd-radeon-rx-6700-xt-gaming-x-12gb-gddr6
Asus GeForce GTX 1660 SUPER OC Dual 6GB GDDR6 Reacondicionado,6,GDDR6,213.3,https://www.pccomponentes.com/asus-geforce-gtx-1660-super-oc-dual-6gb-gddr6-reacondicionado
PNY NVIDIA Quadro P2000 5GB GDDR5,5,GDDR5,553.07,https://www.pccomponentes.com/pny-nvidia-quadro-p2000-5gb-gddr5
MSI Geforce RTX 3080 SUPRIM X LHR 12GB GDDR6X,12,GDDR6X,2111.99,https://www.pccomponentes.com/msi-geforce-rtx-3080-suprim-x-lhr-12gb-gddr6x
EVGA GeForce RTX 2060 KO Ultra Gaming 6GB GDDR6,6,GDDR6,483.32,https://www.pccomponentes.com/evga-geforce-rtx-2060-ko-ultra-gaming-6gb-gddr6
PNY Quadro P400 2GB GDDR5,2,GDDR5,127.47,https://www.pccomponentes.com/pny-quadro-p400-2gb-gddr5
MSI GeForce GTX 1050Ti 4GT Low Profile 4GB GDDR5,4,GDDR5,230.84,https://www.pccomponentes.com/msi-geforce-gtx-1050ti-4gt-low-profile-4gb-gddr5
Gigabyte AORUS GeForce RTX 3070 Ti MASTER 8GB GDDR6,8,GDDR6,1053.11,https://www.pccomponentes.com/gigabyte-aorus-geforce-rtx-3070-ti-master-8gb-gddr6
Asus Dual GeForce RTX 2060 EVO 12GB GDDR6,12,GDDR6,519.02,https://www.pccomponentes.com/asus-dual-geforce-rtx-2060-evo-12gb-gddr6
MSI GeForce GTX 1660 SUPER Ventus XS OC 6GB GDDR6 Reacondicionado,6,GDDR6,299.99,https://www.pccomponentes.com/msi-geforce-gtx-1660-super-ventus-xs-oc-6gb-gddr6-reacondicionado
MSI GeForce RTX 3080 GAMING Z TRIO LHR 10GB GDDR6 Reacondicionado,10,GDDR6,1000.45,https://www.pccomponentes.com/msi-geforce-rtx-3080-gaming-z-trio-lhr-10gb-gddr6-reacondicionado
MSI GeForce RTX 3060 Ti GAMING X LHR 8GB GDDR6,8,GDDR6,842.41,https://www.pccomponentes.com/msi-geforce-rtx-3060-ti-gaming-x-lhr-8gb-gddr6
Biostar Radeon RX 560 Gaming Dual Cooling 4GB GDDR5,4,GDDR5,285.16,https://www.pccomponentes.com/biostar-radeon-rx-560-gaming-dual-cooling-4gb-gddr5
PowerColor HELLHOUND AMD Radeon RX 6600 8GB GDDR6 Reacondicionado,8,GDDR6,442.15,https://www.pccomponentes.com/powercolor-hellhound-amd-radeon-rx-6600-8gb-gddr6-reacondicionado
Gigabyte Radeon RX 6700 XT EAGLE OC 12GB GDDR6,12,GDDR6,1004.53,https://www.pccomponentes.com/gigabyte-radeon-rx-6700-xt-eagle-oc-12gb-gddr6
Gigabyte GeForce RTX 3060 EAGLE OC 12GB GDDR6,12,GDDR6,623.22,https://www.pccomponentes.com/gigabyte-geforce-rtx-3060-eagle-oc-12gb-gddr6
Asus Turbo GeForce RTX 3090 24GB GDDR6X,24,GDDR6X,3060.0,https://www.pccomponentes.com/asus-turbo-geforce-rtx-3090-24gb-gddr6x
Gigabyte GeForce RTX 3070 GAMING OC 8GB GDDR6,8,GDDR6,911.69,https://www.pccomponentes.com/gigabyte-geforce-rtx-3070-gaming-oc-8gb-gddr6
Gainward GeForce RTX 3070 Phoenix 8GB GDDR6 Reacondicionado,8,GDDR6,820.15,https://www.pccomponentes.com/gainward-geforce-rtx-3070-phoenix-8gb-gddr6-reacondicionado
Gainward GeForce RTX 3070 Ti Phoenix 8GB GDDR6X Reacondicionado,8,GDDR6X,919.95,https://www.pccomponentes.com/gainward-geforce-rtx-3070-ti-phoenix-8gb-gddr6x-reacondicionado
Biostar GeForce GT730 2GB DDR3 Low Profile,2,DDR3,106.25,https://www.pccomponentes.com/biostar-geforce-gt730-2gb-ddr3-low-profile
MSI GeForce RTX 3080 GAMING Z TRIO LHR 12GB GDDR6X Reacondicionado,12,GDDR6X,1300.75,https://www.pccomponentes.com/msi-geforce-rtx-3080-gaming-z-trio-lhr-12gb-gddr6x-reacondicionado
MSI GeForce GT 730 2GB DDR3 Low Profile,2,DDR3,91.16,https://www.pccomponentes.com/msi-geforce-gt-730-2gb-ddr3-low-profile
Asus TUF Gaming GeForce GTX 1660 Ti EVO TOP Edition 6GB GDDR6,6,GDDR6,412.51,https://www.pccomponentes.com/asus-tuf-gaming-geforce-gtx-1660-ti-evo-top-edition-6gb-gddr6
Gigabyte GeForce RTX 3060 Ti GAMING OC PRO 8GB GDDR6,8,GDDR6,705.87,https://www.pccomponentes.com/gigabyte-geforce-rtx-3060-ti-gaming-oc-pro-8gb-gddr6
PNY GeForce RTX 2060 REVEL Dual Fan 12GB GDDR6,12,GDDR6,715.33,https://www.pccomponentes.com/pny-geforce-rtx-2060-revel-dual-fan-12gb-gddr6
Gigabyte AORUS GeForce GTX 1650 D6 OC 4GB GDDR6,4,GDDR6,269.22,https://www.pccomponentes.com/gigabyte-aorus-geforce-gtx-1650-d6-oc-4gb-gddr6
Powercolor Hellhound AMD Radeon RX 6600XT 8GB GDDR6,8,GDDR6,1341.22,https://www.pccomponentes.com/powercolor-hellhound-amd-radeon-rx-6600xt-8gb-gddr6
PNY GeForce GT 730 2GB GDDR3 Low Profile,2,GDDR3,83.58,https://www.pccomponentes.com/pny-geforce-gt-730-2gb-gddr3-low-profile
Asus TUF AMD Radeon RX 6900XT OC 16GB GDDR6,16,GDDR6,1958.91,https://www.pccomponentes.com/asus-tuf-amd-radeon-rx-6900xt-oc-16gb-gddr6
Sapphire Pulse AMD Radeon RX 6500XT GAMING OC 4GB GDDR6 Reacondicionado,4,GDDR6,231.15,https://www.pccomponentes.com/sapphire-pulse-amd-radeon-rx-6500xt-gaming-oc-4gb-gddr6-reacondicionado
MSI GeForce GTX 1660 Ventus XS OC 6GB GDDR5,6,GDDR5,406.47,https://www.pccomponentes.com/msi-geforce-gtx-1660-ventus-xs-oc-6gb-gddr5
Gigabyte GeForce GTX 1650 D6 Rev 2.0 4GB GDDR6,4,GDDR6,274.45,https://www.pccomponentes.com/gigabyte-geforce-gtx-1650-d6-rev-20-4gb-gddr6
Gigabyte AORUS GeForce RTX 3090 XTREME 24GB GDDRX6,24,GDDRX6,2940.24,https://www.pccomponentes.com/gigabyte-aorus-geforce-rtx-3090-xtreme-24gb-gddrx6
Asus Dual GeForce RTX 3050 OC Edition 8GB GDDR6 Reacondicionado,8,GDDR6,422.05,https://www.pccomponentes.com/asus-dual-geforce-rtx-3050-oc-edition-8gb-gddr6-reacondicionado
Gigabyte AMD Radeon RX 6700 XT GAMING OC 12GB GDDR6,12,GDDR6,931.65,https://www.pccomponentes.com/gigabyte-amd-radeon-rx-6700-xt-gaming-oc-12gb-gddr6
Zotac GAMING GeForce RTX 3070 Ti AMP Extreme Holo 8 GB GDDR6X,8,GDDR6X,1058.65,https://www.pccomponentes.com/zotac-gaming-geforce-rtx-3070-ti-amp-extreme-holo-8-gb-gddr6x
Asrock AMD Radeon RX 6600 XT Phantom Gaming D OC 8GB GDDR6,8,GDDR6,611.75,https://www.pccomponentes.com/asrock-amd-radeon-rx-6600-xt-phantom-gaming-d-oc-8gb-gddr6
Lenovo ThinkStation Nvidia Quadro P400 2GB GDDR5,2,GDDR5,158.47,https://www.pccomponentes.com/lenovo-thinkstation-nvidia-quadro-p400-2gb-gddr5
Inno3D GeForce RTX 3070 Ti X3 OC Dual Slot 8GB GDDR6X,8,GDDR6X,943.13,https://www.pccomponentes.com/inno3d-geforce-rtx-3070-ti-x3-oc-dual-slot-8gb-gddr6x
Asus TUF Gaming GTX 1660TI EVO GAMING OC 6GB GDDR6,6,GDDR6,418.1,https://www.pccomponentes.com/asus-tuf-gaming-gtx-1660ti-evo-gaming-oc-6gb-gddr6
MSI AMD Radeon RX 6800 GAMING X TRIO 16GB GDDR6,16,GDDR6,1305.09,https://www.pccomponentes.com/msi-amd-radeon-rx-6800-gaming-x-trio-16gb-gddr6
Zotac Gaming Geforce RTX 3080 AMP HOLO LHR 12GB GDDR6X,12,GDDR6X,1363.06,https://www.pccomponentes.com/zotac-gaming-geforce-rtx-3080-amp-holo-lhr-12gb-gddr6x
Gainward GeForce RTX 3080 PHANTOM+ LHR 10GB GDDR6X,10,GDDR6X,1168.23,https://www.pccomponentes.com/gainward-geforce-rtx-3080-phantom-lhr-10gb-gddr6x
MSI RX 6600 XT MECH 2X OCV1 8GB GDDR6,8,GDDR6,701.38,https://www.pccomponentes.com/msi-rx-6600-xt-mech-2x-ocv1-8gb-gddr6
Gigabyte GeForce RTX 3080 TURBO Rev 2.0 LHR 10GB GDDR6X,10,GDDR6X,1148.74,https://www.pccomponentes.com/gigabyte-geforce-rtx-3080-turbo-rev-20-lhr-10gb-gddr6x
MSI GeForce GTX 1650 D6 AERO ITX OC 4GB GDDR6,4,GDDR6,255.93,https://www.pccomponentes.com/msi-geforce-gtx-1650-d6-aero-itx-oc-4gb-gddr6
PowerColor Fighter AMD Radeon RX 6700XT 12GB GDDR6,12,GDDR6,826.63,https://www.pccomponentes.com/powercolor-fighter-amd-radeon-rx-6700xt-12gb-gddr6
EVGA GeForce RTX 3060 Ti XC GAMING LHR 8GB GDDR6 Reacondicionado,8,GDDR6,549.99,https://www.pccomponentes.com/evga-geforce-rtx-3060-ti-xc-gaming-lhr-8gb-gddr6-reacondicionado
Gigabyte AMD Radeon RX 6800 XT GAMING OC 16GB GDDR6,16,GDDR6,1362.31,https://www.pccomponentes.com/gigabyte-amd-radeon-rx-6800-xt-gaming-oc-16gb-gddr6
PowerColor ITX AMD Radeon RX 6500 XT 4GB GDDR6,4,GDDR6,252.63,https://www.pccomponentes.com/powercolor-itx-amd-radeon-rx-6500-xt-4gb-gddr6
Gigabyte Radeon RX 6600 XT EAGLE 8GB GDDR6,8,GDDR6,587.79,https://www.pccomponentes.com/gigabyte-radeon-rx-6600-xt-eagle-8gb-gddr6
MSI GeForce GTX 1660Ti Ventus XS 6GB GDDR6,6,GDDR6,789.29,https://www.pccomponentes.com/msi-geforce-gtx-1660ti-ventus-xs-6gb-gddr6
Asus TUF GeForce RTX 3090 Gaming 24GB GDDR6X,24,GDDR6X,2674.41,https://www.pccomponentes.com/asus-tuf-geforce-rtx-3090-gaming-24gb-gddr6x
Gigabyte GeForce RTX 2060 D6 6GB GDDR6,6,GDDR6,523.03,https://www.pccomponentes.com/gigabyte-geforce-rtx-2060-d6-6gb-gddr6
ASUS ROG Strix GeForce RTX 3070 V2 White LHR 8GB GDDR6,8,GDDR6,966.02,https://www.pccomponentes.com/asus-rog-strix-geforce-rtx-3070-v2-white-lhr-8gb-gddr6
Asus ROG Strix Radeon RX 570 OC Gaming 8GB GDDR5 Reacondicionado,8,GDDR5,179.99,https://www.pccomponentes.com/asus-rog-strix-radeon-rx-570-oc-gaming-8gb-gddr5-reacondicionado
PowerColor Red Devil AMD Radeon RX 6600XT 8GB GDDR6,8,GDDR6,934.6,https://www.pccomponentes.com/powercolor-red-devil-amd-radeon-rx-6600xt-8gb-gddr6
MSI AMD Radeon RX 6700 XT MECH 2X 12GB OC 12GB GDDR6,12,GDDR6,932.61,https://www.pccomponentes.com/msi-amd-radeon-rx-6700-xt-mech-2x-12gb-oc-12gb-gddr6
MSI GeForce GTX 1650 VENTUS XS 4G OCV1 4GB GDDR5,4,GDDR5,409.99,https://www.pccomponentes.com/msi-geforce-gtx-1650-ventus-xs-4g-ocv1-4gb-gddr5
AsRock AMD Radeon RX 6800 XT Phantom Gaming D OC 16GB GDDR6,16,GDDR6,1250.18,https://www.pccomponentes.com/asrock-amd-radeon-rx-6800-xt-phantom-gaming-d-oc-16gb-gddr6
Asus TUF Gaming GeForce GTX 1660 SUPER OC Edition 6GB GDDR6 Reacondicionado,6,GDDR6,349.99,https://www.pccomponentes.com/asus-tuf-gaming-geforce-gtx-1660-super-oc-edition-6gb-gddr6-reacondicionado
Gigabyte AORUS GeForce RTX 3070 MASTER 8GB GDDR6 Rev 2.0,8,GDDR6,1037.36,https://www.pccomponentes.com/gigabyte-aorus-geforce-rtx-3070-master-8gb-gddr6-rev-20
MSI AMD Radeon RX 6800 XT GAMING X TRIO 16GB GDDR6 Reacondicionado,16,GDDR6,849.99,https://www.pccomponentes.com/msi-amd-radeon-rx-6800-xt-gaming-x-trio-16gb-gddr6-reacondicionado
EVGA GeForce RTX 3070 FTW3 ULTRA GAMING LHR 8GB GDDR6,8,GDDR6,1003.42,https://www.pccomponentes.com/evga-geforce-rtx-3070-ftw3-ultra-gaming-lhr-8gb-gddr6
Asus AMD Radeon RX 6600 DUAL 8GB GDDR6,8,GDDR6,465.82,https://www.pccomponentes.com/asus-amd-radeon-rx-6600-dual-8gb-gddr6
XFX Speedster SWFT 319 AMD Radeon RX 6900 XT CORE 16GB GDDR6,16,GDDR6,1605.71,https://www.pccomponentes.com/xfx-speedster-swft-319-amd-radeon-rx-6900-xt-core-16gb-gddr6
Zotac GeForce RTX 3090 AMP Extreme Holo 24GB GDDR6X,24,GDDR6X,2877.19,https://www.pccomponentes.com/zotac-geforce-rtx-3090-amp-extreme-holo-24gb-gddr6x
PNY Nvidia RTX A2000 6GB GDDR6 Low Profile,6,GDDR6,814.99,https://www.pccomponentes.com/pny-nvidia-rtx-a2000-6gb-gddr6-low-profile
Asus ROG Strix AMD Radeon RX 6600 XT OC Edition 8GB GDDR6,8,GDDR6,664.9,https://www.pccomponentes.com/asus-rog-strix-amd-radeon-rx-6600-xt-oc-edition-8gb-gddr6
Asus TUF Gaming GeForce RTX 3080 Ti OC Edition 12GB GDDR6X,12,GDDR6X,1849.6,https://www.pccomponentes.com/asus-tuf-gaming-geforce-rtx-3080-ti-oc-edition-12gb-gddr6x
